claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score,days_to_incident
52XG8P6BE,2018-06-27,2018-09-25,81320.64,SC,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,88392,80,4,0,0.92,90
FFLZM764J,2021-11-22,2022-06-14,22643.19,AL,Coupe,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,48177,39,1,0,0.47,204
WTEKTSG7F,2021-06-23,2022-04-02,29397.3,UT,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,94830,58,0,0,0.31,283
XZV4U3BBX,2019-02-06,2019-02-19,4876.96,CO,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,insured,22168,31,0,0,0.22,13
UX1OXRWK8,2022-09-04,2023-05-22,529.37,NV,Coupe,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,52937,29,5,0,0.01,260
R2YKCCPRH,2018-09-05,2019-05-06,13255.2,KY,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,16569,68,1,0,0.8,243
VLZ049ENU,2020-01-17,2020-04-22,10846.16,SD,Truck,Head-on Collision,V2 failed to stop and struck V1 from behind,claimant,41716,35,3,0,0.26,96
LQJIDKNWI,2019-12-21,2020-12-20,17538.05,NY,Coupe,Theft,V1 was missing after being parked overnight,claimant,20633,28,0,1,0.85,365
5FLUL1RSR,2019-08-06,2020-03-03,10301.85,WA,SUV,Theft,V1 was missing after being parked overnight,claimant,22893,72,5,1,0.45,210
LA8S8HMBR,2019-10-06,2019-10-11,957.59,WV,SUV,Weather Damage,V1 struck V2 while reversing from parking spot,insured,95759,69,4,1,0.01,5
5XQT4P501,2020-01-29,2020-02-03,15067.26,AK,Sedan,Theft,V2 was behind V1 when it began backing up,claimant,19317,74,4,1,0.78,5
NOUHTCS1K,2022-03-07,2023-03-07,12378.72,KY,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,16728,73,4,0,0.74,365
9YE9O2M71,2021-11-27,2021-12-02,14550.0,VT,Van,Theft,V1 was reported stolen from insured’s driveway,claimant,15000,44,0,1,0.97,5
HSSBELRQV,2022-04-04,2022-04-09,65651.74,AK,Van,Side-impact,V2 failed to stop and struck V1 from behind,insured,85262,48,3,0,0.77,5
SLWF90KM3,2018-04-23,2018-08-19,15623.79,DE,Coupe,Theft,V1 was missing after being parked overnight,claimant,26481,62,4,1,0.59,118
TZK3NY9V2,2018-05-19,2019-01-29,80460.54,VI,Coupe,Theft,V2 ran a stop sign and hit the side of V1,claimant,99334,38,3,1,0.81,255
0YAR821UZ,2018-03-20,2019-02-05,57000.0,WA,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,100000,25,0,0,0.57,322
VGWW4FYB8,2020-09-05,2021-02-23,9394.58,DE,Coupe,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,20423,30,1,0,0.46,171
DALFYO175,2019-04-01,2020-01-28,23151.92,GA,Truck,Side-impact,V2 entered wrong lane and collided with V1,insured,26309,50,2,0,0.88,302
0CEHLXSLG,2019-10-31,2020-08-16,20744.0,FL,Van,Head-on Collision,V2 was behind V1 when it began backing up,claimant,20744,80,3,1,1.0,290
6MM1ZXYVG,2018-08-30,2018-11-17,8100.0,UT,Truck,Weather Damage,V2 ran a stop sign and hit the side of V1,insured,15000,48,3,0,0.54,79
IUI9KKHZL,2018-04-17,2018-09-06,4950.36,AZ,SUV,Side-impact,V2 entered wrong lane and collided with V1,insured,55004,34,4,0,0.09,142
M72JEYN93,2018-05-28,2019-03-06,14250.0,AK,Sedan,Side-impact,V2 turned left and struck the side of V1,claimant,15000,44,4,1,0.95,282
82KKZMPJR,2022-03-11,2022-11-17,20000.0,AZ,Coupe,Backing Collision,V2 was behind V1 when it began backing up,claimant,100000,58,3,0,0.2,251
HT7ZEWVIY,2020-05-13,2021-01-03,86038.2,CO,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,91530,46,4,1,0.94,235
TWBOZD1AT,2022-03-10,2022-03-15,21936.48,IL,Sedan,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,23844,18,4,1,0.92,5
7O75RH8LX,2018-07-27,2019-02-08,5667.2,DE,Sedan,Weather Damage,V2 turned left and struck the side of V1,claimant,17710,47,3,1,0.32,196
6DUT076G5,2020-08-09,2020-08-14,25308.66,AK,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,insured,97341,28,2,0,0.26,5
G79OR7875,2019-02-06,2019-04-23,900.0,NE,Van,Backing Collision,V1 struck V2 while reversing from parking spot,insured,15000,74,1,0,0.06,76
AUD9K9TR7,2021-03-11,2021-06-02,10674.87,GA,Coupe,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,18093,67,5,0,0.59,83
4QGEFQJG0,2022-06-20,2023-05-06,2271.4,DC,Coupe,Side-impact,V2 failed to stop and struck V1 from behind,insured,22714,74,5,0,0.1,320
2U1G463SD,2021-08-01,2021-09-22,1916.56,VI,Truck,Backing Collision,V2 entered wrong lane and collided with V1,claimant,23957,18,2,0,0.08,52
YGFLIJI18,2019-01-31,2019-06-24,38000.0,VT,Sedan,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,100000,63,5,0,0.38,144
K0AXYCELO,2022-07-22,2023-04-18,9300.0,UT,Van,Side-impact,V1 was missing after being parked overnight,claimant,15000,55,2,0,0.62,270
S6ZLE6KWH,2019-02-28,2019-08-06,46000.0,CO,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,100000,70,1,0,0.46,159
EF0VOTQTX,2019-07-16,2019-07-23,80000.0,VT,Van,Side-impact,V1 was reported stolen from insured’s driveway,insured,100000,67,3,0,0.8,7
HI15CQZCU,2020-03-01,2020-04-28,15187.2,AS,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,insured,18984,33,1,0,0.8,58
CTSUFLSEH,2018-08-17,2019-04-27,4525.42,ID,Coupe,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,23818,46,0,0,0.19,253
UDS3QSQCQ,2018-04-17,2018-07-05,13182.26,IN,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,94159,64,3,1,0.14,79
30O30UBMC,2021-09-22,2022-09-22,4077.02,ND,Coupe,Theft,V2 ran a stop sign and hit the side of V1,insured,21458,41,1,0,0.19,365
97C7BO119,2020-11-18,2021-08-18,61623.9,AZ,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,94806,46,1,0,0.65,273
XP9N56NYX,2022-01-01,2022-01-06,28087.29,WA,Truck,Weather Damage,V2 failed to stop and struck V1 from behind,insured,44583,54,1,0,0.63,5
TXMGTT0IA,2021-06-05,2021-08-22,2240.3,OR,Van,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,22403,60,0,0,0.1,78
AKYTT3IMJ,2022-07-09,2023-07-09,1000.0,OH,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,insured,100000,18,1,0,0.01,365
70E3P15AH,2022-04-10,2022-04-16,218.11,KY,Coupe,Theft,V2 rear-ended V1 while stopped at a red light,insured,21811,61,0,0,0.01,6
DBVZB0OIH,2019-01-10,2019-06-21,22918.74,IA,Coupe,Side-impact,V1 was missing after being parked overnight,insured,29383,45,3,0,0.78,162
5CSK30LVY,2021-05-02,2021-09-08,429.61,KY,Sedan,Side-impact,Hailstorm caused significant roof and hood damage to V1,insured,42961,55,0,0,0.01,129
LKFXHKC85,2019-09-07,2020-06-20,5316.01,KY,Van,Head-on Collision,V2 failed to stop and struck V1 from behind,insured,27979,40,5,0,0.19,287
6WPR97Y2L,2021-03-04,2021-06-17,10389.8,NE,SUV,Theft,V2 was behind V1 when it began backing up,insured,51949,47,1,0,0.2,105
OFN1R4KZ3,2022-07-07,2022-07-26,24533.25,SC,Van,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,98133,68,3,0,0.25,19
6U8UEIHX7,2022-06-07,2022-08-12,64000.0,IN,Coupe,Head-on Collision,V2 turned left and struck the side of V1,claimant,100000,69,0,0,0.64,66
4D0GJYV5G,2018-08-11,2018-08-25,5110.38,IN,SUV,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,23229,58,0,0,0.22,14
10UR5L8A7,2018-11-25,2019-07-03,898.75,WA,Truck,Weather Damage,V1 struck V2 while reversing from parking spot,claimant,89875,66,2,1,0.01,220
8E9RIVH6T,2018-07-24,2018-08-14,13049.48,NY,Van,Backing Collision,V2 was behind V1 when it began backing up,insured,17876,68,0,0,0.73,21
1NTMJSRD9,2020-09-23,2020-12-06,36486.72,PA,Coupe,Weather Damage,V1 was missing after being parked overnight,insured,88992,64,5,0,0.41,74
Q46NOUHFJ,2022-11-12,2022-11-17,76983.69,ID,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,88487,34,1,1,0.87,5
7UPFLN4RX,2018-08-20,2019-03-27,66443.55,AL,Sedan,Backing Collision,V2 was behind V1 when it began backing up,insured,96295,34,1,0,0.69,219
YJ38XRG2G,2022-03-07,2022-03-12,10200.0,KY,SUV,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,15000,56,1,0,0.68,5
ZR7TXCB48,2019-10-09,2019-12-25,4055.55,CO,Van,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,21345,55,5,0,0.19,77
Y1O4IZASN,2022-07-17,2022-09-18,27916.85,AK,Truck,Theft,V1 was damaged by falling tree during storm,insured,96265,68,0,0,0.29,63
WYWRRATAT,2020-01-28,2020-07-27,52612.0,PA,Coupe,Rear-end Collision,V2 failed to stop and struck V1 from behind,insured,93950,20,2,0,0.56,181
J9A3Y36DD,2019-09-27,2019-11-23,85000.0,AZ,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,41,2,0,0.85,57
FGS3JONOU,2019-05-05,2019-05-25,9061.86,VT,SUV,Theft,V1 struck V2 while reversing from parking spot,insured,47694,70,2,0,0.19,20
9IY4X41DN,2020-10-15,2020-10-20,54295.92,MH,Van,Side-impact,V2 turned left and struck the side of V1,claimant,95256,66,3,1,0.57,5
TCAGRP2U4,2020-07-18,2021-04-20,36228.5,NE,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,51755,44,3,0,0.7,276
DTBH55RBC,2021-04-15,2022-02-05,150.0,CT,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,claimant,15000,74,1,0,0.01,296
76UB7L8V1,2022-06-10,2023-05-04,70000.0,ND,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,37,2,0,0.7,328
ZOCFI4O6L,2020-10-14,2021-05-14,2871.72,DC,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,23931,73,1,0,0.12,212
1F90S9BP4,2019-04-01,2019-04-06,2000.0,VT,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,100000,49,1,0,0.02,5
M18O1BJ9R,2019-01-03,2019-03-20,150.0,CO,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,75,1,0,0.01,76
M7PYXDW2Z,2020-05-10,2020-08-29,15000.0,OH,Van,Theft,V2 turned left and struck the side of V1,claimant,15000,58,1,1,1.0,111
CFZW0LDAL,2019-09-04,2019-12-07,9442.8,GA,Van,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,23607,38,4,1,0.4,94
MJEGQTOAM,2022-09-25,2023-07-14,52000.0,PA,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,67,5,0,0.52,292
DVLNKND66,2019-03-01,2019-10-22,600.0,CO,Van,Head-on Collision,V1 was missing after being parked overnight,insured,15000,48,0,0,0.04,235
9UGNEKRCP,2022-03-28,2023-03-18,2550.0,MH,Sedan,Theft,V2 entered wrong lane and collided with V1,claimant,15000,18,4,1,0.17,355
PRCJIWVHD,2018-12-12,2019-03-31,4050.0,OH,Coupe,Theft,V2 turned left and struck the side of V1,claimant,15000,22,1,0,0.27,109
K8LW2LM34,2020-07-19,2020-08-31,14872.2,NY,SUV,Theft,Hailstorm caused significant roof and hood damage to V1,claimant,24787,40,2,1,0.6,43
9EL8HL88K,2019-02-03,2019-11-05,62530.65,MH,Van,Theft,V1 was missing after being parked overnight,claimant,96201,80,0,0,0.65,275
ZRUIN3OEU,2018-02-10,2018-03-06,1777.02,VT,Sedan,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,88851,23,0,0,0.02,24
VTYT8QZPK,2021-07-20,2022-06-25,6498.91,WA,Sedan,Side-impact,V2 ran a stop sign and hit the side of V1,claimant,15851,77,4,0,0.41,340
Y32ORWIXZ,2021-02-16,2021-11-07,52000.0,VI,Van,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,100000,80,2,0,0.52,264
2C9ROS7YT,2019-12-14,2020-02-16,94468.0,MA,Coupe,Side-impact,V2 turned left and struck the side of V1,insured,94468,80,5,0,1.0,64
2M6TWD1XM,2021-12-06,2022-01-26,40000.0,FL,Van,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,100000,68,1,0,0.4,51
XB9YO18PA,2020-01-27,2020-03-22,63845.88,NE,Sedan,Side-impact,V2 ran a stop sign and hit the side of V1,insured,93891,59,4,0,0.68,55
JSSUUQO1V,2018-11-28,2019-07-20,750.0,NY,Truck,Weather Damage,Hailstorm caused significant roof and hood damage to V1,claimant,15000,62,4,1,0.05,234
SMADO8E7F,2021-01-04,2021-01-09,20000.0,IA,Truck,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,31,0,0,0.2,5
LQHRRPZLK,2021-10-29,2022-02-14,8850.0,IN,Truck,Backing Collision,V1 struck V2 while reversing from parking spot,claimant,15000,75,1,0,0.59,108
3E4XYF9IG,2020-02-25,2021-01-28,235.1,KY,Sedan,Backing Collision,V1 was missing after being parked overnight,insured,23510,59,2,0,0.01,338
FU8IOGXPB,2021-10-20,2022-10-04,12150.0,DC,Coupe,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,15000,79,5,0,0.81,349
WHVNZH13C,2020-08-18,2021-03-26,30000.0,NE,Van,Side-impact,V1 was damaged by falling tree during storm,insured,100000,59,3,0,0.3,220
D5GLQJ5SX,2018-12-08,2019-02-19,6239.5,IN,SUV,Head-on Collision,V1 was damaged by falling tree during storm,claimant,24958,46,0,0,0.25,73
VWVM4W3ZK,2019-08-27,2019-10-26,1499.28,IN,SUV,Theft,V1 was missing after being parked overnight,claimant,24988,30,3,1,0.06,60
WDEEKGYSP,2021-06-05,2021-09-04,42825.46,NE,Truck,Weather Damage,V2 turned left and struck the side of V1,claimant,91118,18,4,1,0.47,91
ENGWYX9TR,2021-11-24,2022-07-17,9900.0,NE,Truck,Weather Damage,V1 was damaged by falling tree during storm,insured,15000,48,4,0,0.66,235
FLQBMAE38,2021-11-07,2022-02-05,11829.28,IL,Truck,Theft,V2 ran a stop sign and hit the side of V1,insured,17396,34,0,0,0.68,90
SRYO4RCB1,2020-03-07,2020-09-18,11310.52,TX,SUV,Side-impact,V2 turned left and struck the side of V1,insured,21751,58,1,0,0.52,195
KJTGQ01TE,2019-10-24,2019-12-15,18017.7,PA,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,18966,76,0,0,0.95,52
E13N3BZT9,2020-02-12,2021-02-11,72009.29,KY,SUV,Side-impact,V1 was reported stolen from insured’s driveway,insured,91151,25,1,0,0.79,365
D31K9QM3P,2018-06-22,2018-06-27,39603.54,OH,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,96594,59,4,1,0.41,5
91I3VMZWF,2019-02-15,2019-07-31,1000.0,IN,Sedan,Weather Damage,V2 ran a stop sign and hit the side of V1,claimant,100000,39,1,0,0.01,166
FHHCMKTLZ,2019-06-01,2020-02-18,16749.45,AK,Van,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,17631,80,5,0,0.95,262
KJ49YD827,2022-05-05,2022-11-25,24711.66,VT,Coupe,Side-impact,V2 crossed centerline and hit V1 head-on,insured,53721,54,0,0,0.46,204
95E5IZ31Y,2019-01-31,2019-06-16,91468.0,IA,Coupe,Theft,V2 turned left and struck the side of V1,insured,91468,57,1,0,1.0,136
RUJOQW5DS,2022-01-29,2022-11-26,2373.36,CO,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,29667,48,2,0,0.08,301
K7N8LA100,2022-12-26,2023-02-04,84314.7,MH,Van,Theft,V2 rear-ended V1 while stopped at a red light,claimant,93683,78,0,1,0.9,40
QXMCTHPHJ,2019-08-20,2019-09-15,61731.78,AK,SUV,Weather Damage,V2 was behind V1 when it began backing up,insured,93533,72,3,0,0.66,26
3MUURMYBD,2022-10-22,2023-04-06,54735.0,VT,Sedan,Backing Collision,V1 struck V2 while reversing from parking spot,insured,91225,34,3,0,0.6,166
2QE4PA8HY,2021-09-09,2021-12-30,518.39,IN,Coupe,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,51839,69,4,0,0.01,112
EXF7JXJN6,2019-11-15,2020-06-20,28106.72,KY,Van,Head-on Collision,V1 was missing after being parked overnight,claimant,28976,28,1,0,0.97,218
FOKZIXZAR,2020-12-31,2021-08-31,16936.42,NE,Van,Side-impact,V2 turned left and struck the side of V1,claimant,99626,23,3,0,0.17,243
EIYAZ39PE,2019-05-08,2019-05-21,18733.26,UT,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,48034,18,1,0,0.39,13
CN0DL5E11,2018-03-06,2019-01-23,3000.03,OH,Van,Weather Damage,V1 was missing after being parked overnight,insured,27273,68,2,0,0.11,323
E9FTAXP0W,2019-04-03,2019-04-08,8533.53,KY,Sedan,Weather Damage,V2 rear-ended V1 while stopped at a red light,claimant,94817,55,2,1,0.09,5
FOY4DD1VN,2019-11-29,2020-08-21,8100.0,MH,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,15000,75,1,0,0.54,266
8LFJDTVV2,2018-05-23,2019-03-02,26497.3,AK,SUV,Side-impact,V2 was behind V1 when it began backing up,claimant,45685,68,1,0,0.58,283
Y4XKSS0KB,2019-09-29,2020-07-15,25057.35,IL,Van,Side-impact,V2 turned left and struck the side of V1,insured,30935,58,0,0,0.81,290
68RERVT99,2022-12-19,2023-01-23,10000.0,NE,SUV,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,100000,58,2,0,0.1,35
7E4UNY181,2019-07-26,2019-10-29,18215.61,SD,Truck,Head-on Collision,V2 entered wrong lane and collided with V1,insured,86741,44,2,0,0.21,95
ACJBC2SWS,2022-10-06,2022-10-11,185.25,WA,SUV,Theft,V2 failed to stop and struck V1 from behind,claimant,18525,67,1,1,0.01,5
OZCTWJLSH,2021-11-18,2022-02-12,16065.72,IA,Coupe,Side-impact,V2 failed to stop and struck V1 from behind,insured,16228,79,0,0,0.99,86
3TOW4YCZ0,2019-03-15,2019-03-20,45288.0,IA,Coupe,Theft,V2 turned left and struck the side of V1,insured,45288,50,4,1,1.0,5
4CDPQVL00,2021-01-17,2021-01-22,24342.5,DC,SUV,Theft,V2 entered wrong lane and collided with V1,claimant,26750,23,4,1,0.91,5
EZZF8S2ZG,2019-01-16,2019-09-17,24022.5,AK,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,96090,80,4,0,0.25,244
E2J51B3JC,2022-08-22,2023-06-21,5700.0,AS,SUV,Backing Collision,V2 entered wrong lane and collided with V1,claimant,15000,41,0,0,0.38,303
ZUCQMRUNJ,2021-03-03,2021-03-08,21666.92,MT,Coupe,Theft,V2 entered wrong lane and collided with V1,insured,23551,26,4,1,0.92,5
DU0ISB5IQ,2020-03-27,2020-08-25,43504.04,CO,Van,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,94574,34,0,0,0.46,151
NF74T60PL,2020-03-13,2020-11-01,4800.0,WA,Coupe,Theft,V2 turned left and struck the side of V1,insured,15000,80,5,0,0.32,233
OZJCNS6G2,2018-07-15,2018-08-22,13866.84,NE,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,insured,26667,60,2,0,0.52,38
98CQK4LTA,2021-07-12,2021-07-17,7673.84,NY,Van,Head-on Collision,V1 struck V2 while reversing from parking spot,claimant,95923,23,1,0,0.08,5
HUKWQVR1H,2020-04-16,2020-05-17,28000.0,CT,SUV,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,45,0,0,0.28,31
61IAOIM45,2021-06-26,2021-08-15,46990.32,KY,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,90366,71,1,0,0.52,50
8AX40DTIR,2018-09-23,2019-09-09,20000.0,WA,Coupe,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,100000,80,0,0,0.2,351
C9ZD76SZN,2019-01-09,2019-04-11,6960.46,MA,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,53542,80,0,0,0.13,92
9DDE3CUP8,2021-05-20,2021-07-16,31539.95,DE,Van,Side-impact,V2 ran a stop sign and hit the side of V1,claimant,48523,73,1,0,0.65,57
IJL2Z0LJC,2021-02-14,2021-08-25,49000.0,WA,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,100000,80,5,1,0.49,192
H2VFFQOT8,2022-08-05,2022-08-10,9116.86,CT,Van,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,21202,56,5,1,0.43,5
HLJEFY3ZB,2022-08-19,2022-08-24,900.0,WV,SUV,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,15000,56,2,1,0.06,5
4LDIMSYJ9,2021-11-22,2022-06-04,10159.99,NV,SUV,Rear-end Collision,V1 was missing after being parked overnight,insured,21617,65,4,0,0.47,194
BOQ0IQ2FA,2022-09-20,2023-06-14,7249.71,ID,Van,Rear-end Collision,V2 failed to stop and struck V1 from behind,claimant,24999,73,0,0,0.29,267
39E3NWXUJ,2020-04-09,2020-07-24,21026.16,VT,Coupe,Theft,V2 turned left and struck the side of V1,claimant,24168,37,4,1,0.87,106
3AC6PE63L,2020-11-29,2021-02-05,13796.72,VI,Sedan,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,24637,46,2,0,0.56,68
BQGU3OBYG,2018-08-01,2018-08-06,49769.12,OR,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,93904,69,3,1,0.53,5
HGK5BWIKO,2018-11-24,2018-11-29,7226.28,AL,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,26764,80,0,0,0.27,5
TCKEH5SW2,2022-06-20,2022-12-27,13090.32,MH,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,insured,18181,33,5,0,0.72,190
292MTR6SN,2019-04-07,2019-07-15,15107.4,WV,Van,Theft,V1 was damaged by falling tree during storm,claimant,45780,36,3,1,0.33,99
GLH62C9T1,2019-03-26,2020-01-13,20296.77,CO,Coupe,Rear-end Collision,V1 was missing after being parked overnight,insured,28587,54,1,0,0.71,293
99DXJ37C9,2020-08-16,2021-04-26,3303.84,NY,SUV,Rear-end Collision,V1 was damaged by falling tree during storm,claimant,55064,44,0,0,0.06,253
H42M44GV3,2021-08-02,2021-09-09,74000.0,UT,Sedan,Backing Collision,Hailstorm caused significant roof and hood damage to V1,claimant,100000,36,1,0,0.74,38
Z6BZ8UUG9,2021-08-31,2022-05-18,9962.85,NV,Truck,Head-on Collision,V2 crossed centerline and hit V1 head-on,insured,19535,66,0,0,0.51,260
5RLRDIHSA,2020-05-30,2020-06-04,71469.92,SC,Van,Head-on Collision,V2 turned left and struck the side of V1,claimant,97904,39,0,0,0.73,5
7HEZ74LAV,2022-09-29,2023-01-25,11008.62,MH,Van,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,52422,44,1,0,0.21,118
71448N7OD,2021-12-18,2022-04-10,1350.0,SC,Van,Backing Collision,V2 failed to stop and struck V1 from behind,insured,15000,31,2,0,0.09,113
